distance_km,traffic_hours,vehicle_avg_speed,vehicle_type,road_condition,weather_condition,actual_time_minutes,route_from,route_to,road_type
6.36,3.88,14.5,bus,excellent,clear,23.37,Kathmandu,Patan,city
7.31,23.75,26.17,microbus,excellent,clear,28.39,Kathmandu,Patan,city
27.43,21.72,41.01,car,fair,clear,64.11,Kathmandu,Dhulikhel,hill
6.96,19.02,16.21,scooter,good,cloudy,25.55,Kathmandu,Patan,city
116.65,13.47,54.83,bus,poor,fog,309.18,Pokhara,Butwal,highway
8.73,21.72,24.38,truck,excellent,clear,17.78,Biratnagar,Itahari,city
13.77,19.24,41.87,motorcycle,fair,clear,35.36,Pokhara,Sarangkot,hill
30.06,14.11,28.73,motorcycle,excellent,cloudy,79.0,Kathmandu,Nagarkot,hill
11.91,17.95,30.69,truck,good,rain,65.78,Pokhara,Sarangkot,hill
31.63,23.56,24.71,truck,good,rain,159.41,Kathmandu,Dhulikhel,hill
257.38,14.46,59.88,microbus,good,clear,258.75,Kathmandu,Bhairahawa,highway
6.42,9.72,22.22,jeep,good,fog,48.75,Kathmandu,Patan,city
36.63,19.26,71.87,motorcycle,good,clear,31.48,Dharan,Biratnagar,highway
136.84,3.43,40.32,bus,good,rain,249.95,Kathmandu,Chitwan,highway
124.97,13.64,38.68,scooter,excellent,dust,213.18,Pokhara,Butwal,highway
20.74,18.04,61.98,car,good,clear,29.42,Bhairahawa,Butwal,terai
36.57,6.3,35.14,scooter,good,clear,66.81,Biratnagar,Dharan,terai
134.89,2.44,63.92,bus,good,clear,128.9,Pokhara,Butwal,highway
413.45,13.11,62.26,microbus,good,cloudy,469.92,Kathmandu,Dharan,highway
14.06,11.49,24.18,jeep,excellent,cloudy,47.98,Pokhara,Sarangkot,hill
21.3,21.73,69.25,car,good,fog,27.98,Bhairahawa,Butwal,terai
34.15,23.59,49.89,scooter,fair,rain,67.98,Dharan,Biratnagar,highway
7.95,6.52,14.37,bus,excellent,cloudy,30.63,Biratnagar,Itahari,city
7.53,10.88,15.63,car,good,rain,63.39,Biratnagar,Itahari,city
38.39,17.01,44.17,microbus,good,cloudy,88.04,Dharan,Biratnagar,highway
34.8,15.2,26.75,microbus,excellent,rain,143.52,Kathmandu,Nagarkot,hill
12.6,2.84,23.35,scooter,poor,fog,80.28,Pokhara,Sarangkot,hill
24.05,2.66,47.05,microbus,fair,clear,35.2,Bhairahawa,Butwal,terai
29.9,10.02,32.47,truck,good,rain,132.03,Kathmandu,Dhulikhel,hill
27.53,10.32,20.24,scooter,fair,cloudy,151.71,Kathmandu,Dhulikhel,hill
12.6,21.04,37.94,motorcycle,good,clear,20.87,Kathmandu,Bhaktapur,city
12.84,19.64,14.53,jeep,good,clear,56.81,Kathmandu,Bhaktapur,city
32.54,14.87,71.04,motorcycle,good,clear,29.6,Dharan,Biratnagar,highway
125.33,17.1,71.68,jeep,good,clear,134.69,Kathmandu,Birgunj,highway
35.74,22.2,38.57,truck,fair,rain,107.71,Dharan,Biratnagar,highway
272.07,4.9,54.8,truck,good,clear,356.3,Kathmandu,Bhairahawa,highway
136.36,22.84,63.64,motorcycle,good,clear,140.37,Kathmandu,Birgunj,highway
8.46,15.81,29.05,motorcycle,fair,clear,26.76,Biratnagar,Itahari,city
13.81,17.43,13.89,bus,fair,clear,116.42,Pokhara,Lekhnath,city
403.52,6.16,67.38,jeep,good,clear,361.31,Kathmandu,Dharan,highway
7.6,6.79,26.77,microbus,good,rain,28.29,Kathmandu,Patan,city
147.73,7.07,43.55,microbus,good,clear,311.17,Kathmandu,Chitwan,highway
68.11,15.0,42.58,microbus,fair,clear,131.23,Birgunj,Hetauda,terai
7.24,21.22,16.89,jeep,good,clear,29.05,Kathmandu,Patan,city
35.4,21.29,43.4,scooter,poor,clear,80.25,Biratnagar,Dharan,terai
8.31,12.56,22.81,microbus,fair,clear,37.29,Biratnagar,Itahari,city
206.2,14.92,58.41,bus,excellent,rain,298.91,Kathmandu,Pokhara,highway
44.69,22.74,28.64,bus,excellent,cloudy,149.55,Dharan,Dhankuta,hill
13.46,7.26,20.81,bus,good,clear,103.06,Kathmandu,Bhaktapur,city
135.31,18.65,69.22,jeep,fair,cloudy,186.27,Kathmandu,Chitwan,highway
7.48,8.19,17.97,truck,poor,clear,93.2,Biratnagar,Itahari,city
16.01,14.95,14.76,microbus,good,clear,74.36,Pokhara,Lekhnath,city
127.45,17.4,50.96,truck,fair,cloudy,435.09,Pokhara,Butwal,highway
13.7,8.49,47.51,motorcycle,poor,cloudy,48.09,Pokhara,Sarangkot,hill
32.19,1.6,29.37,bus,excellent,clear,85.24,Kathmandu,Dhulikhel,hill
6.87,0.16,20.52,jeep,fair,clear,21.17,Kathmandu,Patan,city
32.39,4.19,28.83,truck,good,fog,138.33,Kathmandu,Nagarkot,hill
254.74,14.33,46.62,bus,fair,rain,748.19,Kathmandu,Bhairahawa,highway
414.39,8.34,62.13,bus,fair,cloudy,587.53,Kathmandu,Dharan,highway
33.7,2.94,34.3,bus,good,clear,73.24,Kathmandu,Nagarkot,hill
27.37,20.32,29.87,bus,good,cloudy,89.93,Kathmandu,Dhulikhel,hill
14.46,13.68,18.23,truck,good,cloudy,72.2,Pokhara,Lekhnath,city
7.22,0.71,21.48,truck,excellent,clear,18.26,Kathmandu,Patan,city
13.1,3.84,32.72,motorcycle,fair,cloudy,31.57,Kathmandu,Bhaktapur,city
124.93,2.98,55.09,car,good,cloudy,128.97,Pokhara,Butwal,highway
35.44,22.25,56.42,jeep,good,rain,63.88,Dharan,Biratnagar,highway
388.08,5.53,48.15,truck,good,dust,789.69,Kathmandu,Dharan,highway
33.57,11.64,27.99,truck,excellent,rain,136.82,Kathmandu,Nagarkot,hill
65.19,21.03,33.22,scooter,poor,clear,167.43,Birgunj,Hetauda,terai
128.92,2.34,71.2,car,fair,rain,255.42,Kathmandu,Birgunj,highway
120.8,19.36,64.94,car,good,rain,175.98,Pokhara,Butwal,highway
6.55,2.22,16.69,motorcycle,excellent,clear,19.59,Kathmandu,Patan,city
124.64,16.7,53.98,jeep,fair,clear,243.01,Kathmandu,Birgunj,highway
23.94,22.32,43.12,bus,fair,cloudy,40.74,Bhairahawa,Butwal,terai
12.77,13.65,10.53,scooter,good,cloudy,104.01,Kathmandu,Bhaktapur,city
22.15,19.13,43.58,bus,poor,rain,71.33,Bhairahawa,Butwal,terai
39.99,5.25,29.54,microbus,good,cloudy,139.44,Dharan,Dhankuta,hill
31.54,4.46,30.52,motorcycle,good,fog,112.08,Kathmandu,Dhulikhel,hill
37.82,22.5,43.05,microbus,good,dust,65.14,Biratnagar,Dharan,terai
22.46,19.19,48.11,truck,poor,clear,47.49,Bhairahawa,Butwal,terai
274.83,21.32,39.94,scooter,excellent,clear,360.12,Kathmandu,Bhairahawa,highway
7.4,0.3,31.57,car,poor,dust,28.62,Biratnagar,Itahari,city
268.19,5.31,55.55,bus,excellent,rain,373.63,Kathmandu,Bhairahawa,highway
66.55,12.95,39.05,scooter,fair,clear,123.01,Birgunj,Hetauda,terai
407.88,19.58,39.42,scooter,excellent,clear,578.81,Kathmandu,Dharan,highway
7.82,2.81,13.15,truck,excellent,clear,59.68,Biratnagar,Itahari,city
33.39,19.14,58.88,jeep,excellent,cloudy,37.14,Biratnagar,Dharan,terai
71.14,7.92,47.33,car,fair,fog,208.39,Birgunj,Hetauda,terai
129.41,3.84,57.18,microbus,good,cloudy,153.58,Pokhara,Butwal,highway
31.07,17.94,32.09,truck,good,clear,128.3,Kathmandu,Nagarkot,hill
14.29,8.04,25.6,microbus,good,cloudy,71.79,Kathmandu,Bhaktapur,city
6.36,15.52,25.61,bus,fair,clear,35.97,Kathmandu,Patan,city
40.15,4.4,26.87,car,excellent,clear,140.04,Dharan,Dhankuta,hill
31.53,7.69,32.61,jeep,good,clear,101.15,Kathmandu,Nagarkot,hill
62.75,12.36,48.64,scooter,poor,cloudy,158.51,Birgunj,Hetauda,terai
201.73,9.69,72.24,motorcycle,fair,clear,272.39,Kathmandu,Pokhara,highway
7.74,5.19,15.41,car,excellent,cloudy,30.95,Biratnagar,Itahari,city
31.21,5.31,22.86,jeep,good,cloudy,134.45,Kathmandu,Nagarkot,hill
29.78,17.51,29.6,truck,poor,clear,238.65,Kathmandu,Nagarkot,hill
68.9,5.62,58.89,microbus,excellent,rain,113.0,Birgunj,Hetauda,terai
131.45,16.53,51.89,car,good,rain,288.78,Kathmandu,Chitwan,highway
184.01,22.05,40.66,truck,fair,cloudy,367.91,Kathmandu,Pokhara,highway
7.09,18.95,24.08,jeep,excellent,fog,44.79,Kathmandu,Patan,city
126.47,17.84,42.69,bus,good,dust,306.06,Pokhara,Butwal,highway
13.75,14.28,25.23,bus,poor,clear,73.84,Pokhara,Sarangkot,hill
37.82,21.11,22.27,bus,good,clear,127.48,Dharan,Dhankuta,hill
35.81,15.3,57.05,car,fair,cloudy,58.97,Dharan,Biratnagar,highway
13.29,5.53,32.91,jeep,good,rain,59.61,Pokhara,Sarangkot,hill
31.75,11.82,34.05,motorcycle,poor,rain,267.9,Kathmandu,Dhulikhel,hill
33.28,11.17,60.71,jeep,fair,clear,39.17,Dharan,Biratnagar,highway
13.7,18.48,35.69,bus,fair,rain,73.16,Pokhara,Sarangkot,hill
35.38,13.27,45.98,microbus,good,rain,64.57,Dharan,Biratnagar,highway
139.44,23.35,63.95,microbus,fair,clear,152.59,Kathmandu,Birgunj,highway
407.92,18.52,69.1,car,fair,clear,583.46,Kathmandu,Dharan,highway
11.76,21.28,22.39,truck,fair,clear,60.67,Kathmandu,Bhaktapur,city
207.09,8.06,41.07,scooter,good,rain,683.6,Kathmandu,Pokhara,highway
440.71,11.01,64.42,microbus,fair,dust,554.47,Kathmandu,Dharan,highway
262.97,4.77,50.45,jeep,poor,rain,646.3,Kathmandu,Bhairahawa,highway
37.03,7.02,38.67,bus,fair,clear,109.93,Biratnagar,Dharan,terai
27.91,0.51,31.0,car,fair,clear,93.83,Kathmandu,Dhulikhel,hill
15.28,20.38,16.78,microbus,good,dust,107.98,Pokhara,Lekhnath,city
8.55,11.69,17.43,jeep,good,clear,33.89,Biratnagar,Itahari,city
34.38,21.39,50.17,truck,good,clear,45.11,Dharan,Biratnagar,highway
22.8,2.01,67.85,car,fair,clear,27.24,Bhairahawa,Butwal,terai
121.51,14.38,66.3,microbus,good,rain,211.6,Kathmandu,Birgunj,highway
11.79,9.21,18.8,scooter,fair,clear,93.69,Kathmandu,Bhaktapur,city
404.87,18.16,59.63,jeep,good,clear,620.35,Kathmandu,Dharan,highway
33.78,4.12,43.04,scooter,good,cloudy,51.56,Biratnagar,Dharan,terai
14.1,4.77,34.28,car,good,rain,54.34,Pokhara,Sarangkot,hill
6.64,18.18,15.55,bus,fair,cloudy,52.16,Kathmandu,Patan,city
6.9,1.07,29.16,motorcycle,fair,cloudy,18.38,Kathmandu,Patan,city
283.17,6.23,59.65,microbus,excellent,clear,265.5,Kathmandu,Bhairahawa,highway
268.81,5.2,37.56,scooter,good,clear,452.22,Kathmandu,Bhairahawa,highway
37.82,20.34,34.31,car,good,rain,226.07,Dharan,Dhankuta,hill
297.38,23.68,83.79,motorcycle,good,clear,258.33,Kathmandu,Bhairahawa,highway
15.9,18.79,17.48,bus,good,cloudy,166.91,Pokhara,Lekhnath,city
30.21,4.66,30.35,microbus,poor,clear,125.85,Kathmandu,Dhulikhel,hill
15.6,7.31,20.62,bus,excellent,cloudy,95.69,Pokhara,Lekhnath,city
36.89,8.17,50.41,microbus,fair,clear,79.95,Dharan,Biratnagar,highway
391.89,17.85,66.64,jeep,fair,clear,944.86,Kathmandu,Dharan,highway
157.0,19.62,46.33,jeep,good,clear,245.84,Kathmandu,Chitwan,highway
276.09,23.66,77.06,car,good,clear,219.65,Kathmandu,Bhairahawa,highway
433.8,10.49,64.29,motorcycle,good,clear,490.05,Kathmandu,Dharan,highway
66.55,21.1,68.77,motorcycle,good,clear,63.6,Birgunj,Hetauda,terai
11.95,12.93,30.83,jeep,fair,fog,48.38,Kathmandu,Bhaktapur,city
136.05,22.53,41.45,bus,good,fog,311.05,Pokhara,Butwal,highway
13.26,11.43,29.97,car,poor,clear,64.25,Pokhara,Sarangkot,hill
7.84,3.44,19.77,truck,good,clear,28.27,Biratnagar,Itahari,city
22.56,16.41,47.17,bus,fair,fog,69.17,Bhairahawa,Butwal,terai
119.49,23.44,56.06,motorcycle,good,clear,123.24,Pokhara,Butwal,highway
6.53,1.8,33.74,motorcycle,good,rain,19.9,Kathmandu,Patan,city
45.3,21.66,23.81,truck,excellent,rain,330.02,Dharan,Dhankuta,hill
6.54,2.2,19.75,bus,poor,fog,54.13,Kathmandu,Patan,city
7.4,1.58,18.49,scooter,good,cloudy,37.54,Biratnagar,Itahari,city
28.84,4.39,31.37,scooter,good,clear,87.44,Kathmandu,Dhulikhel,hill
34.4,15.49,49.35,truck,fair,cloudy,53.76,Biratnagar,Dharan,terai
12.67,23.71,18.62,truck,good,clear,42.24,Kathmandu,Bhaktapur,city
14.24,8.89,13.22,bus,good,cloudy,112.55,Kathmandu,Bhaktapur,city
14.77,3.49,18.06,jeep,good,clear,47.57,Pokhara,Lekhnath,city
282.09,15.72,57.74,microbus,fair,clear,359.53,Kathmandu,Bhairahawa,highway
35.36,19.11,47.2,scooter,fair,rain,88.35,Dharan,Biratnagar,highway
31.87,23.39,33.71,microbus,good,cloudy,89.44,Kathmandu,Nagarkot,hill
34.26,3.69,43.97,jeep,fair,clear,84.82,Biratnagar,Dharan,terai
460.6,1.09,60.56,jeep,good,rain,836.63,Kathmandu,Dharan,highway
29.77,23.6,31.0,jeep,good,clear,78.92,Kathmandu,Nagarkot,hill
7.49,14.38,19.61,bus,excellent,rain,62.95,Kathmandu,Patan,city
21.69,21.58,53.29,jeep,fair,cloudy,36.81,Bhairahawa,Butwal,terai
34.15,22.82,23.76,bus,good,cloudy,125.91,Kathmandu,Nagarkot,hill
45.65,5.68,25.21,car,good,clear,239.97,Dharan,Dhankuta,hill
29.15,20.89,41.78,motorcycle,fair,fog,84.0,Kathmandu,Dhulikhel,hill
23.69,8.31,35.33,scooter,fair,clear,60.63,Bhairahawa,Butwal,terai
35.85,18.56,42.85,scooter,excellent,cloudy,65.69,Dharan,Biratnagar,highway
13.54,0.31,34.59,motorcycle,good,cloudy,23.56,Kathmandu,Bhaktapur,city
34.13,3.48,25.02,bus,fair,rain,217.43,Kathmandu,Nagarkot,hill
147.74,4.55,67.13,car,excellent,clear,140.24,Kathmandu,Chitwan,highway
38.11,19.91,55.8,bus,good,cloudy,51.8,Biratnagar,Dharan,terai
155.74,9.42,67.53,car,poor,cloudy,395.69,Kathmandu,Chitwan,highway
16.01,20.31,16.65,truck,poor,clear,93.56,Pokhara,Lekhnath,city
12.97,5.42,36.15,microbus,fair,rain,59.33,Pokhara,Sarangkot,hill
454.38,18.46,44.5,bus,fair,clear,972.76,Kathmandu,Dharan,highway
28.85,21.74,20.91,scooter,poor,dust,164.83,Kathmandu,Nagarkot,hill
34.25,18.24,63.7,car,poor,clear,71.35,Biratnagar,Dharan,terai
40.06,16.42,35.93,jeep,poor,rain,501.04,Dharan,Dhankuta,hill
300.03,6.5,58.06,motorcycle,fair,clear,460.11,Kathmandu,Bhairahawa,highway
33.77,15.2,32.34,motorcycle,poor,cloudy,136.55,Kathmandu,Nagarkot,hill
6.9,6.46,15.9,truck,fair,rain,42.8,Kathmandu,Patan,city
32.04,23.47,50.34,bus,fair,rain,74.22,Dharan,Biratnagar,highway
274.04,9.12,49.68,scooter,poor,clear,796.17,Kathmandu,Bhairahawa,highway
62.46,12.66,44.94,bus,excellent,clear,76.5,Birgunj,Hetauda,terai
12.38,7.89,35.12,car,fair,clear,44.7,Pokhara,Sarangkot,hill
7.28,19.96,20.35,jeep,fair,clear,27.6,Biratnagar,Itahari,city
14.28,8.41,32.51,motorcycle,good,cloudy,75.06,Pokhara,Sarangkot,hill
11.96,13.97,25.23,jeep,good,clear,40.42,Kathmandu,Bhaktapur,city
410.14,12.98,37.94,scooter,good,dust,1299.7,Kathmandu,Dharan,highway
29.15,17.36,33.48,jeep,excellent,fog,104.96,Kathmandu,Dhulikhel,hill
38.3,19.94,36.84,microbus,good,clear,83.92,Dharan,Dhankuta,hill
38.23,13.51,62.11,microbus,fair,clear,47.25,Dharan,Biratnagar,highway
208.03,2.15,63.88,jeep,excellent,cloudy,210.71,Kathmandu,Pokhara,highway
123.2,1.01,56.27,microbus,fair,clear,167.9,Pokhara,Butwal,highway
130.3,15.38,60.81,bus,good,clear,122.03,Kathmandu,Birgunj,highway
63.8,8.33,51.1,motorcycle,excellent,clear,127.27,Birgunj,Hetauda,terai
37.27,8.06,65.94,jeep,good,cloudy,51.43,Dharan,Biratnagar,highway
43.59,22.36,22.77,bus,excellent,clear,146.85,Dharan,Dhankuta,hill
59.83,8.59,39.77,truck,poor,cloudy,396.28,Birgunj,Hetauda,terai
20.79,4.58,37.71,scooter,good,dust,37.9,Bhairahawa,Butwal,terai
38.85,14.82,39.46,motorcycle,good,rain,105.47,Dharan,Dhankuta,hill
13.76,9.94,14.23,jeep,good,rain,193.47,Kathmandu,Bhaktapur,city
8.75,22.53,21.95,jeep,fair,cloudy,26.91,Biratnagar,Itahari,city
11.73,16.69,27.4,motorcycle,fair,rain,90.12,Kathmandu,Bhaktapur,city
6.46,5.63,15.0,jeep,fair,clear,29.33,Kathmandu,Patan,city
58.95,12.11,44.87,truck,good,rain,118.3,Birgunj,Hetauda,terai
403.59,14.77,47.89,truck,fair,rain,1016.79,Kathmandu,Dharan,highway
13.62,22.09,24.36,scooter,fair,cloudy,39.08,Pokhara,Lekhnath,city
34.53,10.18,62.3,jeep,excellent,fog,63.07,Biratnagar,Dharan,terai
13.75,13.39,28.3,car,fair,clear,46.53,Kathmandu,Bhaktapur,city
31.14,16.78,38.04,jeep,good,clear,158.99,Kathmandu,Dhulikhel,hill
7.04,8.09,16.84,jeep,fair,rain,67.22,Kathmandu,Patan,city
149.08,11.71,42.7,microbus,fair,rain,328.8,Kathmandu,Chitwan,highway
139.61,8.4,48.6,microbus,fair,cloudy,283.13,Kathmandu,Birgunj,highway
30.34,0.6,36.97,microbus,good,rain,124.41,Kathmandu,Nagarkot,hill
12.11,9.89,31.84,motorcycle,good,clear,53.34,Pokhara,Sarangkot,hill
14.99,4.97,18.7,bus,poor,clear,74.24,Pokhara,Lekhnath,city
8.42,13.63,18.1,jeep,fair,dust,41.62,Biratnagar,Itahari,city
38.01,22.68,62.3,jeep,good,clear,36.85,Dharan,Biratnagar,highway
261.4,20.77,54.35,jeep,good,cloudy,284.03,Kathmandu,Bhairahawa,highway
6.98,12.23,18.47,truck,poor,rain,77.75,Kathmandu,Patan,city
36.66,22.65,48.11,scooter,fair,clear,61.7,Biratnagar,Dharan,terai
12.8,2.96,32.76,motorcycle,fair,cloudy,32.96,Kathmandu,Bhaktapur,city
441.28,13.57,67.62,motorcycle,fair,rain,794.49,Kathmandu,Dharan,highway
30.63,17.96,43.71,motorcycle,fair,clear,100.21,Kathmandu,Nagarkot,hill
137.5,3.7,63.94,car,excellent,fog,163.99,Kathmandu,Birgunj,highway
70.45,5.85,46.15,truck,fair,rain,152.91,Birgunj,Hetauda,terai
14.49,7.31,18.18,jeep,fair,cloudy,100.75,Pokhara,Lekhnath,city
22.89,3.39,56.16,microbus,fair,clear,34.7,Bhairahawa,Butwal,terai
8.15,5.98,13.11,microbus,good,dust,45.42,Biratnagar,Itahari,city
185.68,12.48,52.12,jeep,poor,clear,392.36,Kathmandu,Pokhara,highway
14.2,5.77,18.92,car,excellent,clear,46.27,Pokhara,Lekhnath,city
32.97,8.39,41.84,truck,good,clear,65.32,Biratnagar,Dharan,terai
290.18,21.29,51.09,truck,excellent,rain,564.63,Kathmandu,Bhairahawa,highway
36.86,8.89,55.21,bus,fair,rain,159.01,Dharan,Biratnagar,highway
7.35,13.46,20.62,microbus,poor,rain,59.27,Biratnagar,Itahari,city
141.56,2.13,67.09,jeep,fair,clear,173.1,Kathmandu,Chitwan,highway
447.8,7.22,43.03,microbus,fair,clear,1051.55,Kathmandu,Dharan,highway
22.97,14.61,44.13,microbus,excellent,clear,29.49,Bhairahawa,Butwal,terai
7.08,6.42,23.34,motorcycle,fair,dust,24.54,Kathmandu,Patan,city
127.61,6.74,41.34,bus,good,fog,278.82,Kathmandu,Birgunj,highway
30.51,22.1,34.54,car,fair,clear,124.92,Kathmandu,Dhulikhel,hill
13.04,6.0,30.11,jeep,fair,clear,35.14,Kathmandu,Bhaktapur,city
14.45,9.35,18.59,motorcycle,good,dust,104.66,Pokhara,Lekhnath,city
132.6,21.21,51.72,microbus,poor,clear,215.69,Pokhara,Butwal,highway
21.64,12.09,57.6,jeep,fair,rain,55.34,Bhairahawa,Butwal,terai
437.81,5.25,46.43,scooter,fair,cloudy,1061.33,Kathmandu,Dharan,highway
41.43,17.65,35.43,microbus,good,clear,152.5,Dharan,Dhankuta,hill
275.9,4.63,43.82,scooter,good,clear,338.14,Kathmandu,Bhairahawa,highway
15.65,16.34,18.88,jeep,fair,cloudy,123.89,Pokhara,Lekhnath,city
132.37,18.05,56.17,motorcycle,excellent,rain,318.18,Pokhara,Butwal,highway
36.11,21.94,63.71,motorcycle,fair,rain,52.04,Biratnagar,Dharan,terai
37.51,5.08,44.42,jeep,fair,fog,74.48,Biratnagar,Dharan,terai
30.29,12.03,17.66,scooter,good,clear,166.56,Kathmandu,Nagarkot,hill
274.29,19.24,50.08,jeep,fair,rain,652.11,Kathmandu,Bhairahawa,highway
6.92,1.63,26.93,car,good,fog,23.17,Kathmandu,Patan,city
12.88,21.96,24.14,scooter,good,clear,28.7,Kathmandu,Bhaktapur,city
12.83,19.24,14.06,truck,good,cloudy,59.5,Kathmandu,Bhaktapur,city
7.5,16.12,15.35,microbus,fair,dust,72.4,Biratnagar,Itahari,city
37.32,6.65,44.1,truck,good,rain,78.11,Dharan,Biratnagar,highway
34.1,19.71,37.76,bus,fair,clear,71.35,Biratnagar,Dharan,terai
33.78,2.07,70.86,motorcycle,good,dust,34.56,Dharan,Biratnagar,highway
31.97,12.88,54.96,truck,poor,clear,60.34,Dharan,Biratnagar,highway
193.22,16.86,67.15,jeep,good,dust,243.19,Kathmandu,Pokhara,highway
14.02,16.23,33.36,microbus,excellent,clear,43.21,Pokhara,Sarangkot,hill
58.68,18.38,47.33,bus,fair,clear,122.3,Birgunj,Hetauda,terai
13.57,13.46,25.77,truck,good,clear,38.42,Kathmandu,Bhaktapur,city
20.03,17.27,35.95,scooter,poor,rain,90.22,Bhairahawa,Butwal,terai
37.04,15.22,60.23,motorcycle,fair,cloudy,44.22,Biratnagar,Dharan,terai
41.39,11.38,25.91,jeep,excellent,clear,111.06,Dharan,Dhankuta,hill
155.24,3.53,47.08,truck,good,rain,279.28,Kathmandu,Chitwan,highway
140.06,1.03,54.19,microbus,fair,clear,149.29,Kathmandu,Birgunj,highway
7.01,0.77,25.44,bus,fair,clear,24.78,Kathmandu,Patan,city
199.03,6.88,47.95,truck,fair,clear,343.86,Kathmandu,Pokhara,highway
13.81,5.82,21.32,jeep,poor,clear,54.85,Kathmandu,Bhaktapur,city
139.87,21.09,51.57,microbus,poor,rain,384.56,Kathmandu,Birgunj,highway
144.75,19.95,63.22,jeep,poor,rain,377.84,Kathmandu,Chitwan,highway
13.8,16.63,34.11,motorcycle,fair,clear,48.05,Kathmandu,Bhaktapur,city
291.91,19.2,55.77,car,good,clear,320.85,Kathmandu,Bhairahawa,highway
186.92,13.19,81.87,motorcycle,poor,dust,281.68,Kathmandu,Pokhara,highway
209.13,16.39,66.9,car,good,rain,433.81,Kathmandu,Pokhara,highway
58.57,1.06,46.0,car,poor,clear,116.71,Birgunj,Hetauda,terai
449.34,2.8,37.85,truck,excellent,rain,964.89,Kathmandu,Dharan,highway
7.02,15.1,15.61,scooter,fair,clear,46.41,Kathmandu,Patan,city
8.46,22.82,26.01,jeep,good,dust,23.11,Biratnagar,Itahari,city
29.47,20.56,30.56,car,fair,clear,84.76,Kathmandu,Dhulikhel,hill
117.26,4.33,60.33,bus,poor,clear,157.29,Pokhara,Butwal,highway
63.76,11.08,76.96,motorcycle,good,cloudy,81.21,Birgunj,Hetauda,terai
13.02,13.86,20.9,bus,good,cloudy,61.19,Pokhara,Sarangkot,hill
299.58,5.09,54.51,scooter,good,cloudy,383.67,Kathmandu,Bhairahawa,highway
13.56,21.73,25.64,bus,fair,clear,37.58,Kathmandu,Bhaktapur,city
133.35,10.13,52.74,microbus,good,fog,206.51,Kathmandu,Chitwan,highway
197.37,0.53,65.16,car,fair,clear,253.6,Kathmandu,Pokhara,highway
14.41,8.66,14.81,truck,fair,cloudy,129.46,Pokhara,Lekhnath,city
62.66,9.47,55.49,motorcycle,poor,clear,150.23,Birgunj,Hetauda,terai
29.15,4.75,24.0,truck,excellent,rain,128.55,Kathmandu,Nagarkot,hill
33.18,2.05,46.09,scooter,poor,rain,101.2,Biratnagar,Dharan,terai
456.86,2.13,57.79,jeep,poor,cloudy,989.78,Kathmandu,Dharan,highway
420.17,15.33,50.54,car,excellent,fog,563.57,Kathmandu,Dharan,highway
34.14,18.49,19.76,scooter,good,clear,343.57,Kathmandu,Nagarkot,hill
12.81,13.76,32.47,car,fair,rain,68.46,Pokhara,Sarangkot,hill
129.93,14.61,75.97,car,fair,dust,153.98,Pokhara,Butwal,highway
268.68,20.29,50.25,truck,good,dust,405.86,Kathmandu,Bhairahawa,highway
7.91,22.87,23.22,scooter,good,cloudy,21.66,Biratnagar,Itahari,city
32.42,6.69,22.99,truck,excellent,cloudy,118.8,Kathmandu,Nagarkot,hill
459.74,23.87,45.95,microbus,good,cloudy,631.92,Kathmandu,Dharan,highway
12.57,18.04,18.75,truck,fair,clear,90.1,Kathmandu,Bhaktapur,city
407.05,6.77,44.4,truck,fair,rain,1161.06,Kathmandu,Dharan,highway
44.76,9.05,23.23,bus,good,fog,325.2,Dharan,Dhankuta,hill
452.79,5.92,39.77,truck,poor,cloudy,965.67,Kathmandu,Dharan,highway
69.03,21.83,45.15,truck,poor,clear,116.45,Birgunj,Hetauda,terai
70.19,6.16,51.97,car,fair,cloudy,90.47,Birgunj,Hetauda,terai
14.72,0.56,19.24,microbus,good,rain,81.15,Pokhara,Lekhnath,city
31.34,11.06,24.64,truck,good,rain,168.43,Kathmandu,Nagarkot,hill
435.55,7.59,62.02,bus,fair,clear,715.59,Kathmandu,Dharan,highway
32.51,10.93,51.04,car,fair,clear,48.98,Dharan,Biratnagar,highway
128.68,8.69,37.0,scooter,good,clear,330.98,Pokhara,Butwal,highway
301.53,20.7,38.55,scooter,good,cloudy,473.65,Kathmandu,Bhairahawa,highway
119.21,2.78,73.83,motorcycle,good,clear,113.77,Pokhara,Butwal,highway
33.48,8.67,43.12,car,good,clear,95.23,Kathmandu,Nagarkot,hill
8.26,2.16,17.69,truck,good,cloudy,27.38,Biratnagar,Itahari,city
13.37,16.71,34.0,jeep,good,clear,40.32,Pokhara,Sarangkot,hill
12.59,3.27,28.39,scooter,poor,cloudy,72.86,Pokhara,Sarangkot,hill
12.26,13.89,15.81,jeep,good,cloudy,66.99,Kathmandu,Bhaktapur,city
60.27,13.04,63.6,car,fair,fog,94.89,Birgunj,Hetauda,terai
13.12,11.42,28.29,bus,fair,clear,41.31,Pokhara,Sarangkot,hill
66.84,20.48,40.28,scooter,poor,dust,200.39,Birgunj,Hetauda,terai
152.71,11.75,50.57,truck,fair,clear,368.75,Kathmandu,Chitwan,highway
20.89,18.92,58.71,jeep,fair,clear,38.42,Bhairahawa,Butwal,terai
11.83,9.11,14.37,bus,good,rain,157.55,Kathmandu,Bhaktapur,city
7.65,0.52,18.67,scooter,fair,clear,30.42,Kathmandu,Patan,city
